Event ID,Date,Year,Month,Week,Plant,Production Line,Machine ID,Machine Type,Shift,Operator ID,Technician,Downtime Category,Downtime Reason,Planned or Unplanned,Root Cause,Downtime Minutes,Downtime Hours,Repair Cost EURO,Cost per Minute,Production Units Lost,Product Type,Status,Resolution Time,Maintenance Type
DT-03546,2024-09-14,2024,September,37,Plant Katowice,Line K2,MC-0032,Hydraulic Press,Night (22-06),OP-0056,Tech-019,Quality Issue,Rework Required,Unplanned,Aging Equipment,29,0.48,365.4,12.6,30,Automotive Parts,Resolved,2.7,Corrective
DT-03547,2024-09-14,2024,September,37,Plant Katowice,Line K2,MC-0032,Hydraulic Press,Afternoon (14-22),OP-0031,Tech-020,Software/Control Issue,Software Crash,Unplanned,Inadequate Training,109,1.82,1019.15,9.35,150,Machine Tools,Resolved,3.58,Corrective
DT-03548,2024-09-14,2024,September,37,Plant Munich,Line M2,MC-0019,Palletizer,Afternoon (14-22),OP-0054,Tech-002,Mechanical Failure,Bearing Failure,Unplanned,Wear and Tear,50,0.83,225.0,4.5,67,Packaging Units,Resolved,2.09,Corrective
DT-03549,2024-09-14,2024,September,37,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Night (22-06),OP-0043,Tech-012,Mechanical Failure,Gear Wear,Unplanned,Process Variation,23,0.38,262.2,11.4,39,Plastic Components,Resolved,1.26,Corrective
DT-03550,2024-09-14,2024,September,37,Plant Munich,Line M4,MC-0026,CNC Machine,Afternoon (14-22),OP-0100,Tech-014,Changeover,Tooling Change,Planned,Wear and Tear,22,0.37,271.48,12.34,38,Plastic Components,Resolved,0.2,Corrective
DT-03551,2024-09-14,2024,September,37,Plant Munich,Line M1,MC-0011,Industrial Oven,Afternoon (14-22),OP-0098,Tech-021,Operator Error,Incorrect Setup,Unplanned,Wear and Tear,26,0.43,179.4,6.9,33,Machine Tools,Resolved,2.69,Corrective
DT-03552,2024-09-15,2024,September,37,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Afternoon (14-22),OP-0105,Tech-004,Changeover,Product Changeover,Planned,Poor Spare Parts Availability,51,0.85,539.07,10.57,102,Electronic Housings,Resolved,2.51,Corrective
DT-03553,2024-09-15,2024,September,37,Plant Munich,Line M1,MC-0014,Hydraulic Press,Afternoon (14-22),OP-0038,Tech-008,Software/Control Issue,Software Crash,Unplanned,Aging Equipment,23,0.38,123.51,5.37,20,Plastic Components,Resolved,1.63,Predictive
DT-03554,2024-09-15,2024,September,37,Plant Rotterdam,Line R3,MC-0010,Industrial Oven,Morning (06-14),OP-0054,Tech-004,Preventive Maintenance,Routine Calibration,Planned,Aging Equipment,73,1.22,426.32,5.84,128,Machine Tools,Resolved,2.83,Preventive
DT-03555,2024-09-15,2024,September,37,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Morning (06-14),OP-0084,Tech-002,Software/Control Issue,Software Crash,Unplanned,Unknown,18,0.3,135.9,7.55,27,Automotive Parts,Resolved,0.2,Corrective
DT-03556,2024-09-16,2024,September,38,Plant Katowice,Line K2,MC-0033,Industrial Oven,Morning (06-14),OP-0064,Tech-009,Mechanical Failure,Gear Wear,Unplanned,Environmental Conditions,125,2.08,1121.25,8.97,131,Machine Tools,Resolved,3.54,Corrective
DT-03557,2024-09-16,2024,September,38,Plant Munich,Line M4,MC-0027,Packaging Machine,Morning (06-14),OP-0027,Tech-015,Mechanical Failure,Belt Breakage,Unplanned,Aging Equipment,82,1.37,479.7,5.85,160,Electronic Housings,Resolved,2.31,Corrective
DT-03558,2024-09-16,2024,September,38,Plant Katowice,Line K2,MC-0032,Hydraulic Press,Morning (06-14),OP-0042,Tech-016,Software/Control Issue,Software Crash,Unplanned,Poor Spare Parts Availability,140,2.33,1099.0,7.85,79,Packaging Units,Resolved,3.42,Corrective
DT-03559,2024-09-16,2024,September,38,Plant Munich,Line M3,MC-0023,Packaging Machine,Night (22-06),OP-0050,Tech-015,Changeover,Product Changeover,Planned,Design Flaw,43,0.72,307.45,7.15,76,Electronic Housings,Resolved,0.36,Corrective
DT-03560,2024-09-16,2024,September,38,Plant Munich,Line M2,MC-0019,Palletizer,Night (22-06),OP-0059,Tech-012,Mechanical Failure,Hydraulic Leak,Unplanned,Aging Equipment,13,0.22,39.65,3.05,12,Metal Fittings,Resolved,0.65,Corrective
DT-03561,2024-09-16,2024,September,38,Plant Katowice,Line K2,MC-0033,Industrial Oven,Night (22-06),OP-0100,Tech-002,Changeover,Mold Change,Planned,Supplier Quality Issue,21,0.35,107.1,5.1,19,Plastic Components,Resolved,0.66,Corrective
DT-03562,2024-09-16,2024,September,38,Plant Lyon,Line L1,MC-0036,Palletizer,Afternoon (14-22),OP-0075,Tech-001,Operator Error,Incorrect Setup,Planned,Design Flaw,84,1.4,520.8,6.2,160,Metal Fittings,Resolved,2.95,Corrective
DT-03563,2024-09-16,2024,September,38,Plant Munich,Line M2,MC-0019,Palletizer,Night (22-06),OP-0061,Tech-023,Electrical Failure,Power Supply Failure,Unplanned,Process Variation,24,0.4,132.24,5.51,43,Packaging Units,Resolved,2.3,Corrective
DT-03564,2024-09-16,2024,September,38,Plant Lyon,Line L2,MC-0042,Conveyor System,Night (22-06),OP-0032,Tech-021,Material Shortage,Supplier Delay,Unplanned,Environmental Conditions,131,2.18,509.59,3.89,291,Metal Fittings,Resolved,2.38,Predictive
DT-03565,2024-09-17,2024,September,38,Plant Rotterdam,Line R3,MC-0010,Industrial Oven,Morning (06-14),OP-0041,Tech-021,Software/Control Issue,Network Communication Loss,Unplanned,Wear and Tear,66,1.1,314.82,4.77,56,Machine Tools,Resolved,0.73,Corrective
DT-03566,2024-09-17,2024,September,38,Plant Lyon,Line L2,MC-0041,Hydraulic Press,Afternoon (14-22),OP-0028,Tech-022,Mechanical Failure,Belt Breakage,Unplanned,Design Flaw,45,0.75,374.85,8.33,71,Packaging Units,Resolved,0.2,Corrective
DT-03567,2024-09-17,2024,September,38,Plant Rotterdam,Line R3,MC-0008,Packaging Machine,Night (22-06),OP-0054,Tech-006,Operator Error,Missed Procedure Step,Unplanned,Environmental Conditions,96,1.6,403.2,4.2,47,Automotive Parts,In Progress,,Corrective
DT-03568,2024-09-17,2024,September,38,Plant Katowice,Line K1,MC-0030,Stamping Press,Night (22-06),OP-0033,Tech-019,Preventive Maintenance,Routine Calibration,Planned,Inadequate Training,38,0.63,339.72,8.94,89,Packaging Units,Resolved,0.2,Preventive
DT-03569,2024-09-17,2024,September,38,Plant Munich,Line M4,MC-0028,Stamping Press,Afternoon (14-22),OP-0022,Tech-024,Quality Issue,Calibration Drift,Unplanned,Supplier Quality Issue,33,0.55,310.86,9.42,70,Plastic Components,Resolved,2.09,Predictive
DT-03570,2024-09-17,2024,September,38,Plant Lyon,Line L3,MC-0045,Packaging Machine,Afternoon (14-22),OP-0090,Tech-010,Material Shortage,Component Stockout,Unplanned,Supplier Quality Issue,58,0.97,302.76,5.22,57,Packaging Units,Resolved,1.57,Corrective
DT-03571,2024-09-17,2024,September,38,Plant Munich,Line M4,MC-0026,CNC Machine,Afternoon (14-22),OP-0069,Tech-019,Mechanical Failure,Belt Breakage,Unplanned,Process Variation,58,0.97,321.32,5.54,67,Machine Tools,Pending,,Corrective
DT-03572,2024-09-17,2024,September,38,Plant Munich,Line M1,MC-0013,Packaging Machine,Afternoon (14-22),OP-0108,Tech-013,Preventive Maintenance,Lubrication Service,Planned,Environmental Conditions,48,0.8,125.28,2.61,87,Electronic Housings,Resolved,2.56,Preventive
DT-03573,2024-09-17,2024,September,38,Plant Munich,Line M2,MC-0018,Hydraulic Press,Night (22-06),OP-0050,Tech-004,Software/Control Issue,Network Communication Loss,Unplanned,Inadequate Training,49,0.82,364.07,7.43,52,Packaging Units,Resolved,1.14,Corrective
DT-03574,2024-09-18,2024,September,38,Plant Munich,Line M1,MC-0015,Stamping Press,Morning (06-14),OP-0034,Tech-006,Operator Error,Missed Procedure Step,Unplanned,Inadequate Training,60,1.0,360.0,6.0,90,Machine Tools,Resolved,1.63,Corrective
DT-03575,2024-09-18,2024,September,38,Plant Munich,Line M1,MC-0014,Hydraulic Press,Morning (06-14),OP-0098,Tech-022,Material Shortage,Component Stockout,Unplanned,Unknown,80,1.33,410.4,5.13,95,Electronic Housings,Resolved,1.39,Corrective
DT-03576,2024-09-18,2024,September,38,Plant Rotterdam,Line R3,MC-0008,Packaging Machine,Night (22-06),OP-0103,Tech-007,Preventive Maintenance,Routine Calibration,Planned,Aging Equipment,63,1.05,460.53,7.31,98,Packaging Units,Resolved,1.38,Preventive
DT-03577,2024-09-18,2024,September,38,Plant Lyon,Line L3,MC-0044,CNC Machine,Afternoon (14-22),OP-0097,Tech-020,Software/Control Issue,Network Communication Loss,Unplanned,Process Variation,83,1.38,859.88,10.36,120,Metal Fittings,Resolved,2.84,Predictive
DT-03578,2024-09-18,2024,September,38,Plant Munich,Line M4,MC-0026,CNC Machine,Night (22-06),OP-0051,Tech-023,Material Shortage,Component Stockout,Unplanned,Human Error,138,2.3,1015.68,7.36,147,Metal Fittings,Resolved,4.28,Corrective
DT-03579,2024-09-18,2024,September,38,Plant Katowice,Line K2,MC-0032,Hydraulic Press,Afternoon (14-22),OP-0075,Tech-013,Changeover,Product Changeover,Planned,Supplier Quality Issue,21,0.35,172.83,8.23,40,Metal Fittings,Resolved,0.82,Corrective
DT-03580,2024-09-18,2024,September,38,Plant Munich,Line M2,MC-0019,Palletizer,Afternoon (14-22),OP-0119,Tech-024,Mechanical Failure,Gear Wear,Unplanned,Process Variation,72,1.2,409.68,5.69,128,Metal Fittings,In Progress,,Corrective
DT-03581,2024-09-18,2024,September,38,Plant Lyon,Line L2,MC-0041,Hydraulic Press,Afternoon (14-22),OP-0120,Tech-020,Preventive Maintenance,Filter Replacement,Planned,Aging Equipment,74,1.23,508.38,6.87,134,Machine Tools,Pending,,Preventive
DT-03582,2024-09-18,2024,September,38,Plant Lyon,Line L2,MC-0042,Conveyor System,Afternoon (14-22),OP-0017,Tech-001,Mechanical Failure,Motor Failure,Unplanned,Human Error,117,1.95,535.86,4.58,230,Metal Fittings,Resolved,4.25,Corrective
DT-03583,2024-09-19,2024,September,38,Plant Rotterdam,Line R1,MC-0002,Assembly Robot,Night (22-06),OP-0037,Tech-017,Changeover,Mold Change,Planned,Unknown,32,0.53,374.72,11.71,30,Metal Fittings,Resolved,0.2,Corrective
DT-03584,2024-09-19,2024,September,38,Plant Lyon,Line L3,MC-0044,CNC Machine,Afternoon (14-22),OP-0026,Tech-002,Software/Control Issue,Firmware Update Error,Planned,Wear and Tear,46,0.77,369.38,8.03,42,Plastic Components,Resolved,0.88,Corrective
DT-03585,2024-09-19,2024,September,38,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Morning (06-14),OP-0048,Tech-023,Quality Issue,Out of Spec Product,Unplanned,Aging Equipment,125,2.08,1611.25,12.89,174,Metal Fittings,Resolved,4.48,Corrective
DT-03586,2024-09-19,2024,September,38,Plant Lyon,Line L2,MC-0042,Conveyor System,Morning (06-14),OP-0006,Tech-006,Operator Error,Incorrect Setup,Planned,Supplier Quality Issue,95,1.58,487.35,5.13,164,Plastic Components,Resolved,2.79,Corrective
DT-03587,2024-09-19,2024,September,38,Plant Munich,Line M1,MC-0011,Industrial Oven,Afternoon (14-22),OP-0060,Tech-004,Quality Issue,Rework Required,Unplanned,Inadequate Training,14,0.23,89.18,6.37,18,Metal Fittings,Pending,,Corrective
DT-03588,2024-09-19,2024,September,38,Plant Katowice,Line K2,MC-0035,Conveyor System,Morning (06-14),OP-0038,Tech-007,Electrical Failure,Sensor Malfunction,Unplanned,Process Variation,87,1.45,435.0,5.0,177,Plastic Components,Resolved,3.23,Corrective
DT-03589,2024-09-19,2024,September,38,Plant Lyon,Line L3,MC-0046,Hydraulic Press,Morning (06-14),OP-0036,Tech-022,Quality Issue,Calibration Drift,Unplanned,Lack of Preventive Maintenance,35,0.58,282.8,8.08,19,Metal Fittings,Resolved,2.4,Corrective
DT-03590,2024-09-20,2024,September,38,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Morning (06-14),OP-0060,Tech-006,Preventive Maintenance,Filter Replacement,Planned,Human Error,72,1.2,809.28,11.24,105,Metal Fittings,Resolved,2.2,Preventive
DT-03591,2024-09-20,2024,September,38,Plant Munich,Line M4,MC-0027,Packaging Machine,Afternoon (14-22),OP-0032,Tech-015,Quality Issue,Out of Spec Product,Unplanned,Process Variation,24,0.4,138.48,5.77,47,Machine Tools,Resolved,1.64,Corrective
DT-03592,2024-09-20,2024,September,38,Plant Munich,Line M4,MC-0027,Packaging Machine,Afternoon (14-22),OP-0063,Tech-008,Material Shortage,Raw Material Delay,Planned,Environmental Conditions,101,1.68,617.11,6.11,173,Metal Fittings,Resolved,2.58,Corrective
DT-03593,2024-09-20,2024,September,38,Plant Munich,Line M1,MC-0012,Industrial Oven,Afternoon (14-22),OP-0004,Tech-009,Changeover,Product Changeover,Planned,Design Flaw,48,0.8,385.44,8.03,95,Plastic Components,Pending,,Corrective
DT-03594,2024-09-21,2024,September,38,Plant Katowice,Line K2,MC-0033,Industrial Oven,Morning (06-14),OP-0089,Tech-022,Preventive Maintenance,Lubrication Service,Planned,Inadequate Training,83,1.38,593.45,7.15,74,Plastic Components,Resolved,1.64,Preventive
DT-03595,2024-09-21,2024,September,38,Plant Munich,Line M4,MC-0028,Stamping Press,Night (22-06),OP-0069,Tech-020,Mechanical Failure,Gear Wear,Unplanned,Inadequate Training,33,0.55,288.09,8.73,33,Packaging Units,Pending,,Predictive
DT-03596,2024-09-21,2024,September,38,Plant Munich,Line M1,MC-0013,Packaging Machine,Night (22-06),OP-0021,Tech-011,Preventive Maintenance,Scheduled Inspection,Planned,Design Flaw,71,1.18,517.59,7.29,123,Machine Tools,Resolved,0.91,Preventive
DT-03597,2024-09-21,2024,September,38,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Morning (06-14),OP-0037,Tech-010,Material Shortage,Supplier Delay,Unplanned,Environmental Conditions,159,2.65,1849.17,11.63,218,Metal Fittings,Resolved,5.52,Predictive
DT-03598,2024-09-21,2024,September,38,Plant Munich,Line M1,MC-0014,Hydraulic Press,Morning (06-14),OP-0025,Tech-003,Preventive Maintenance,Lubrication Service,Planned,Human Error,84,1.4,719.88,8.57,119,Machine Tools,Resolved,3.21,Preventive
DT-03599,2024-09-21,2024,September,38,Plant Rotterdam,Line R2,MC-0004,Stamping Press,Afternoon (14-22),OP-0119,Tech-014,Changeover,Tooling Change,Planned,Aging Equipment,53,0.88,449.97,8.49,125,Electronic Housings,Resolved,3.09,Corrective
DT-03600,2024-09-21,2024,September,38,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Morning (06-14),OP-0116,Tech-020,Mechanical Failure,Motor Failure,Unplanned,Lack of Preventive Maintenance,47,0.78,426.76,9.08,45,Metal Fittings,Resolved,2.79,Corrective
DT-03601,2024-09-21,2024,September,38,Plant Munich,Line M4,MC-0028,Stamping Press,Afternoon (14-22),OP-0036,Tech-016,Operator Error,Manual Handling Error,Unplanned,Aging Equipment,54,0.9,318.06,5.89,43,Packaging Units,Resolved,0.94,Corrective
DT-03602,2024-09-22,2024,September,38,Plant Lyon,Line L2,MC-0042,Conveyor System,Afternoon (14-22),OP-0075,Tech-018,Operator Error,Incorrect Setup,Unplanned,Human Error,37,0.62,208.68,5.64,74,Automotive Parts,Resolved,1.2,Corrective
DT-03603,2024-09-22,2024,September,38,Plant Katowice,Line K2,MC-0034,Industrial Oven,Night (22-06),OP-0077,Tech-009,Mechanical Failure,Bearing Failure,Unplanned,Unknown,23,0.38,105.11,4.57,27,Electronic Housings,Resolved,0.64,Corrective
DT-03604,2024-09-22,2024,September,38,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Morning (06-14),OP-0093,Tech-022,Material Shortage,Raw Material Delay,Planned,Aging Equipment,228,3.8,2530.8,11.1,423,Metal Fittings,Pending,,Corrective
DT-03605,2024-09-22,2024,September,38,Plant Munich,Line M4,MC-0026,CNC Machine,Morning (06-14),OP-0109,Tech-003,Electrical Failure,Short Circuit,Unplanned,Aging Equipment,33,0.55,267.63,8.11,57,Automotive Parts,Resolved,1.74,Corrective
DT-03606,2024-09-23,2024,September,39,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Morning (06-14),OP-0076,Tech-004,Quality Issue,Calibration Drift,Unplanned,Aging Equipment,69,1.15,582.36,8.44,99,Metal Fittings,Pending,,Corrective
DT-03607,2024-09-23,2024,September,39,Plant Katowice,Line K2,MC-0035,Conveyor System,Morning (06-14),OP-0060,Tech-003,Electrical Failure,PLC Error,Unplanned,Unknown,31,0.52,175.46,5.66,20,Automotive Parts,Resolved,1.07,Corrective
DT-03608,2024-09-23,2024,September,39,Plant Lyon,Line L3,MC-0044,CNC Machine,Morning (06-14),OP-0078,Tech-017,Mechanical Failure,Gear Wear,Unplanned,Lack of Preventive Maintenance,25,0.42,194.5,7.78,27,Metal Fittings,Resolved,1.4,Predictive
DT-03609,2024-09-23,2024,September,39,Plant Katowice,Line K2,MC-0034,Industrial Oven,Morning (06-14),OP-0100,Tech-001,Material Shortage,Raw Material Delay,Unplanned,Design Flaw,143,2.38,813.67,5.69,342,Machine Tools,Resolved,3.72,Corrective
DT-03610,2024-09-24,2024,September,39,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Afternoon (14-22),OP-0101,Tech-003,Mechanical Failure,Hydraulic Leak,Unplanned,Poor Spare Parts Availability,28,0.47,335.72,11.99,57,Electronic Housings,Resolved,0.3,Corrective
DT-03611,2024-09-24,2024,September,39,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Morning (06-14),OP-0106,Tech-012,Electrical Failure,PLC Error,Unplanned,Process Variation,52,0.87,539.24,10.37,111,Machine Tools,Resolved,2.81,Corrective
DT-03612,2024-09-24,2024,September,39,Plant Munich,Line M2,MC-0019,Palletizer,Afternoon (14-22),OP-0104,Tech-022,Material Shortage,Raw Material Delay,Unplanned,Aging Equipment,119,1.98,616.42,5.18,190,Electronic Housings,Resolved,3.38,Corrective
DT-03613,2024-09-24,2024,September,39,Plant Lyon,Line L3,MC-0044,CNC Machine,Afternoon (14-22),OP-0099,Tech-011,Preventive Maintenance,Lubrication Service,Planned,Unknown,74,1.23,491.36,6.64,152,Automotive Parts,Resolved,2.49,Preventive
DT-03614,2024-09-24,2024,September,39,Plant Katowice,Line K1,MC-0031,Robotic Welder,Night (22-06),OP-0015,Tech-004,Software/Control Issue,Firmware Update Error,Unplanned,Unknown,57,0.95,486.78,8.54,121,Machine Tools,Resolved,1.05,Corrective
DT-03615,2024-09-24,2024,September,39,Plant Lyon,Line L1,MC-0038,Stamping Press,Afternoon (14-22),OP-0106,Tech-023,Electrical Failure,Wiring Fault,Unplanned,Lack of Preventive Maintenance,23,0.38,218.27,9.49,58,Machine Tools,Resolved,3.01,Corrective
DT-03616,2024-09-24,2024,September,39,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Afternoon (14-22),OP-0049,Tech-016,Software/Control Issue,Firmware Update Error,Unplanned,Design Flaw,20,0.33,307.6,15.38,32,Packaging Units,Resolved,2.53,Corrective
DT-03617,2024-09-24,2024,September,39,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Night (22-06),OP-0045,Tech-001,Material Shortage,Supplier Delay,Unplanned,Process Variation,36,0.6,264.6,7.35,53,Metal Fittings,Resolved,0.2,Predictive
DT-03618,2024-09-25,2024,September,39,Plant Munich,Line M4,MC-0027,Packaging Machine,Afternoon (14-22),OP-0091,Tech-020,Operator Error,Missed Procedure Step,Unplanned,Lack of Preventive Maintenance,113,1.88,492.68,4.36,138,Plastic Components,Resolved,3.17,Corrective
DT-03619,2024-09-25,2024,September,39,Plant Munich,Line M2,MC-0017,Conveyor System,Morning (06-14),OP-0120,Tech-019,Quality Issue,Out of Spec Product,Unplanned,Lack of Preventive Maintenance,53,0.88,119.78,2.26,106,Electronic Housings,Resolved,2.45,Corrective
DT-03620,2024-09-25,2024,September,39,Plant Rotterdam,Line R3,MC-0008,Packaging Machine,Night (22-06),OP-0024,Tech-003,Operator Error,Manual Handling Error,Unplanned,Wear and Tear,40,0.67,186.4,4.66,51,Metal Fittings,Resolved,2.06,Corrective
DT-03621,2024-09-25,2024,September,39,Plant Munich,Line M4,MC-0026,CNC Machine,Morning (06-14),OP-0029,Tech-021,Mechanical Failure,Motor Failure,Unplanned,Design Flaw,254,4.23,2451.1,9.65,356,Plastic Components,Resolved,6.01,Predictive
DT-03622,2024-09-25,2024,September,39,Plant Katowice,Line K1,MC-0031,Robotic Welder,Afternoon (14-22),OP-0093,Tech-013,Changeover,Mold Change,Planned,Lack of Preventive Maintenance,23,0.38,292.1,12.7,19,Automotive Parts,Resolved,0.2,Corrective
DT-03623,2024-09-25,2024,September,39,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Morning (06-14),OP-0047,Tech-011,Operator Error,Incorrect Setup,Unplanned,Process Variation,27,0.45,346.95,12.85,34,Automotive Parts,Resolved,0.2,Corrective
DT-03624,2024-09-25,2024,September,39,Plant Munich,Line M1,MC-0014,Hydraulic Press,Afternoon (14-22),OP-0026,Tech-016,Preventive Maintenance,Filter Replacement,Planned,Inadequate Training,47,0.78,318.19,6.77,58,Plastic Components,Pending,,Preventive
DT-03625,2024-09-25,2024,September,39,Plant Munich,Line M2,MC-0018,Hydraulic Press,Morning (06-14),OP-0013,Tech-007,Preventive Maintenance,Lubrication Service,Planned,Wear and Tear,51,0.85,354.96,6.96,84,Automotive Parts,Resolved,0.28,Preventive
DT-03626,2024-09-26,2024,September,39,Plant Lyon,Line L3,MC-0044,CNC Machine,Night (22-06),OP-0074,Tech-014,Preventive Maintenance,Scheduled Inspection,Planned,Supplier Quality Issue,40,0.67,376.4,9.41,69,Metal Fittings,In Progress,,Preventive
DT-03627,2024-09-26,2024,September,39,Plant Rotterdam,Line R3,MC-0010,Industrial Oven,Afternoon (14-22),OP-0038,Tech-021,Material Shortage,Raw Material Delay,Unplanned,Environmental Conditions,128,2.13,1059.84,8.28,217,Plastic Components,Pending,,Predictive
DT-03628,2024-09-26,2024,September,39,Plant Katowice,Line K2,MC-0032,Hydraulic Press,Morning (06-14),OP-0090,Tech-018,Quality Issue,Rework Required,Unplanned,Wear and Tear,50,0.83,259.0,5.18,54,Plastic Components,Resolved,0.2,Corrective
DT-03629,2024-09-26,2024,September,39,Plant Katowice,Line K1,MC-0029,Stamping Press,Afternoon (14-22),OP-0032,Tech-008,Operator Error,Manual Handling Error,Unplanned,Environmental Conditions,71,1.18,409.67,5.77,79,Machine Tools,Pending,,Corrective
DT-03630,2024-09-27,2024,September,39,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Morning (06-14),OP-0089,Tech-019,Software/Control Issue,HMI Freeze,Unplanned,Design Flaw,55,0.92,728.2,13.24,55,Metal Fittings,Resolved,1.38,Corrective
DT-03631,2024-09-27,2024,September,39,Plant Munich,Line M2,MC-0017,Conveyor System,Night (22-06),OP-0092,Tech-021,Material Shortage,Component Stockout,Unplanned,Aging Equipment,64,1.07,332.8,5.2,41,Electronic Housings,Resolved,2.36,Predictive
DT-03632,2024-09-27,2024,September,39,Plant Munich,Line M1,MC-0011,Industrial Oven,Afternoon (14-22),OP-0105,Tech-019,Mechanical Failure,Bearing Failure,Unplanned,Unknown,30,0.5,237.6,7.92,53,Metal Fittings,Resolved,0.98,Corrective
DT-03633,2024-09-27,2024,September,39,Plant Rotterdam,Line R3,MC-0008,Packaging Machine,Night (22-06),OP-0101,Tech-019,Mechanical Failure,Motor Failure,Unplanned,Unknown,87,1.45,473.28,5.44,92,Plastic Components,Resolved,3.42,Corrective
DT-03634,2024-09-28,2024,September,39,Plant Lyon,Line L1,MC-0038,Stamping Press,Morning (06-14),OP-0024,Tech-013,Mechanical Failure,Hydraulic Leak,Unplanned,Human Error,26,0.43,260.26,10.01,42,Electronic Housings,In Progress,,Corrective
DT-03635,2024-09-28,2024,September,39,Plant Katowice,Line K1,MC-0029,Stamping Press,Afternoon (14-22),OP-0031,Tech-006,Operator Error,Incorrect Setup,Unplanned,Supplier Quality Issue,29,0.48,301.31,10.39,38,Metal Fittings,Resolved,1.61,Predictive
DT-03636,2024-09-28,2024,September,39,Plant Rotterdam,Line R2,MC-0005,CNC Machine,Morning (06-14),OP-0051,Tech-004,Changeover,Product Changeover,Planned,Poor Spare Parts Availability,51,0.85,367.71,7.21,121,Metal Fittings,Resolved,1.96,Corrective
DT-03637,2024-09-28,2024,September,39,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Morning (06-14),OP-0087,Tech-022,Electrical Failure,PLC Error,Unplanned,Inadequate Training,70,1.17,941.5,13.45,50,Metal Fittings,Resolved,2.13,Corrective
DT-03638,2024-09-28,2024,September,39,Plant Lyon,Line L1,MC-0036,Palletizer,Morning (06-14),OP-0010,Tech-014,Material Shortage,Component Stockout,Unplanned,Process Variation,144,2.4,856.8,5.95,273,Plastic Components,Resolved,4.24,Corrective
DT-03639,2024-09-29,2024,September,39,Plant Lyon,Line L1,MC-0038,Stamping Press,Morning (06-14),OP-0102,Tech-020,Changeover,Mold Change,Planned,Design Flaw,27,0.45,207.09,7.67,18,Plastic Components,Resolved,1.67,Corrective
DT-03640,2024-09-29,2024,September,39,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Afternoon (14-22),OP-0067,Tech-014,Material Shortage,Supplier Delay,Unplanned,Design Flaw,181,3.02,2407.3,13.3,431,Electronic Housings,Resolved,3.63,Predictive
DT-03641,2024-09-29,2024,September,39,Plant Munich,Line M3,MC-0020,Assembly Robot,Morning (06-14),OP-0110,Tech-012,Mechanical Failure,Bearing Failure,Unplanned,Process Variation,34,0.57,419.56,12.34,38,Plastic Components,Pending,,Predictive
DT-03642,2024-09-29,2024,September,39,Plant Lyon,Line L2,MC-0041,Hydraulic Press,Night (22-06),OP-0068,Tech-022,Mechanical Failure,Hydraulic Leak,Unplanned,Inadequate Training,41,0.68,310.78,7.58,28,Packaging Units,Resolved,1.35,Predictive
DT-03643,2024-09-29,2024,September,39,Plant Lyon,Line L2,MC-0040,Industrial Oven,Afternoon (14-22),OP-0107,Tech-016,Quality Issue,Out of Spec Product,Unplanned,Human Error,73,1.22,563.56,7.72,87,Packaging Units,Resolved,1.48,Predictive
DT-03644,2024-09-29,2024,September,39,Plant Katowice,Line K1,MC-0029,Stamping Press,Morning (06-14),OP-0087,Tech-004,Quality Issue,Rework Required,Unplanned,Human Error,225,3.75,2133.0,9.48,370,Automotive Parts,Resolved,6.78,Corrective
DT-03645,2024-09-30,2024,September,40,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Morning (06-14),OP-0093,Tech-009,Mechanical Failure,Bearing Failure,Unplanned,Design Flaw,135,2.25,1593.0,11.8,161,Packaging Units,Resolved,5.26,Corrective
DT-03646,2024-09-30,2024,September,40,Plant Lyon,Line L2,MC-0039,Industrial Oven,Afternoon (14-22),OP-0120,Tech-014,Mechanical Failure,Hydraulic Leak,Unplanned,Design Flaw,68,1.13,310.08,4.56,43,Plastic Components,Resolved,0.9,Corrective
DT-03647,2024-09-30,2024,September,40,Plant Rotterdam,Line R1,MC-0001,Industrial Oven,Afternoon (14-22),OP-0049,Tech-011,Preventive Maintenance,Filter Replacement,Planned,Poor Spare Parts Availability,39,0.65,310.05,7.95,42,Metal Fittings,In Progress,,Preventive
DT-03648,2024-09-30,2024,September,40,Plant Munich,Line M1,MC-0013,Packaging Machine,Afternoon (14-22),OP-0067,Tech-016,Mechanical Failure,Motor Failure,Unplanned,Supplier Quality Issue,53,0.88,274.54,5.18,101,Packaging Units,Pending,,Corrective
